SMILES,measurement_type,measurement_value,Kinase_name
CS(=O)(=O)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,8.84,JAK2
CS(=O)(=O)CCN1CCN(C(=O)Cn2cc(NC(=O)c3cnn4cccnc34)c(-c3cc(Cl)ccc3OC(F)F)n2)CC1,pKi,9.13,JAK1
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5Cl)cccn4n3)cc2CC1,pIC50,7.77,JAK2
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5Cl)cccn4n3)cc2CC1,pIC50,6.44,JAK1
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cc(C(F)(F)F)ccc5Cl)cccn4n3)cc2CC1,pIC50,6.44,JAK3
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,pIC50,7.61,JAK2
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,pIC50,6.65,JAK1
CS(=O)(=O)CCN1CCc2ccc(Nc3nc4c(-c5cccc6c5OC(F)(F)O6)cccn4n3)cc2CC1,pIC50,6.65,JAK3
CS(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,8.4,JAK2
CS(=O)(=O)CCNC1CCC(n2cc(C(N)=O)c(Nc3ccc(S(=O)(=O)C(F)(F)F)cc3)n2)C(C#N)C1,pIC50,9.46,JAK1
CS(=O)(=O)N1CC(CF)C(Nc2c(C(N)=O)cnn3cc(-c4ccc(C(F)(F)F)nc4)cc23)C1,pIC50,8.21,JAK1
CS(=O)(=O)N1CC(CF)C(Nc2c(C(N)=O)cnn3cc(-c4ccc(C(F)(F)F)nc4)cc23)C1,pIC50,8.01,JAK3
CS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,6.44,JAK2
CS(=O)(=O)N1CC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)C1,pIC50,7.1,JAK1
CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1,pIC50,9.26,JAK2
CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1,pKi,9.71,JAK1
CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1,pIC50,9.41,JAK3
CS(=O)(=O)N1CC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC(C(F)(F)F)C1,pKi,9.71,JAK3
CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.7,JAK2
CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.42,JAK1
CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.12,JAK3
CS(=O)(=O)N1CCC(O)C(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.42,JAK3
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.97,JAK2
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.27,JAK1
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.98,JAK3
CS(=O)(=O)N1CCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.27,JAK3
CS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,8.52,JAK2
CS(=O)(=O)N1CCC(CC#N)(n2cc(C(N)=O)c(Nc3ccccc3)n2)CC1,pIC50,9.4,JAK1
CS(=O)(=O)N1CCC(CN2CC3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)CC3C2)CC1,pKi,9.34,JAK2
CS(=O)(=O)N1CCC(CN2CC3CN(C(=O)Cn4cc(NC(=O)c5cnn6cccnc56)c(-c5cc(Cl)ccc5OC(F)F)n4)CC3C2)CC1,pKi,9.33,JAK1
CS(=O)(=O)N1CCC(NC(=O)c2cnn3ccc(N4CCCC4c4cc(F)ccc4F)nc23)CC1,pIC50,6.41,JAK2
CS(=O)(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,pIC50,6.72,JAK2
CS(=O)(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,pIC50,6.82,JAK1
CS(=O)(=O)N1CCC(Nc2c(C(N)=O)cnc3[nH]ccc23)CC1,pIC50,6.82,JAK3
CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,pIC50,6.85,JAK2
CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,pIC50,6.85,JAK1
CS(=O)(=O)N1CCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)CC1,pIC50,6.15,JAK3
CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,pKi,7.92,JAK2
CS(=O)(=O)N1CCC(n2nnc3cnc4[nH]ccc4c32)CC1,pKi,8.21,JAK1
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.32,JAK2
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.7,JAK1
CS(=O)(=O)N1CCCC(NC(=O)Nc2cnc3[nH]ccc3n2)C1,pIC50,7.7,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,pKi,8.93,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,pIC50,8.63,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3nc[nH]c3n2)C1,pKi,8.93,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,pIC50,9.91,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,pKi,11.06,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,pIC50,10.76,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C#N)c3n2)C1,pKi,11.06,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pIC50,10.42,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pKi,10.97,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pIC50,10.67,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(C4CC4)c3n2)C1,pKi,10.97,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,pIC50,10.4,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,pKi,11.41,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,pIC50,11.11,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]cc(Cl)c3n2)C1,pKi,11.41,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.53,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.95,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.37,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.08,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,11.37,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pIC50,9.07,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pKi,9.9,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pIC50,9.61,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ncc3n2)C1,pKi,9.9,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pIC50,8.91,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pIC50,8.52,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3cc[nH]c3n2)C1,pIC50,8.91,JAK3
CS(=O)(=O)N1CCCC(Nc2[nH]c(=O)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.89,JAK2
CS(=O)(=O)N1CCCC(Nc2[nH]c(=O)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.07,JAK1
CS(=O)(=O)N1CCCC(Nc2[nH]c(=O)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.76,JAK3
CS(=O)(=O)N1CCCC(Nc2[nH]c(=O)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.07,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.21,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.1,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.79,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(C#N)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.1,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.88,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.58,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.28,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(Cl)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.58,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.15,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,7.28,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.05,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.75,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.05,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.31,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.2,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.9,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CC(C#N)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.2,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.77,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.21,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.12,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.82,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(O)C3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.12,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.66,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.58,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.28,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(N)=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.58,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.95,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.93,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.63,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCC(CC(=O)O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.93,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.76,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.49,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.19,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCN(c4ccccn4)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.49,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.99,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.64,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.03,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.73,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCOCC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.03,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.59,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.3,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(N3CCS(=O)(=O)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.84,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.17,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.87,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NC3CCC(C#N)CC3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.17,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.78,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.3,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NCCN)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.6,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.18,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.4,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,11.09,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(NCCO)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.4,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.2,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.12,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.82,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(Nc3ccncc3)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.12,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(O)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.89,JAK2
CS(=O)(=O)N1CCCC(Nc2nc(O)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,7.77,JAK1
CS(=O)(=O)N1CCCC(Nc2nc(O)ncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.76,JAK3
CS(=O)(=O)N1CCCC(Nc2nc(O)ncc2-c2cnc3[nH]ccc3n2)C1,pKi,11.07,JAK3
CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pIC50,9.74,JAK2
CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.7,JAK1
CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.73,JAK1
CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.44,JAK3
CS(=O)(=O)N1CCCC(Nc2ncncc2-c2cnc3[nH]ccc3n2)C1,pKi,10.73,JAK3
CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.44,JAK2
CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pIC50,6.89,JAK1
CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pKi,10.61,JAK1
CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.44,JAK3
CS(=O)(=O)N1CCCC(Nc2nccnc2-c2cnc3[nH]ccc3n2)C1,pKi,10.61,JAK3
CS(=O)(=O)N1CCCC(Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)C1,pIC50,7.68,JAK1
CS(=O)(=O)N1CCCC(Nc2c(C(N)=O)cnn3cc(-c4ccccc4)cc23)C1,pIC50,7.68,JAK3
CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,pIC50,7.09,JAK2
CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,pIC50,7.2,JAK1
CS(=O)(=O)N1CCCC(n2c(=O)[nH]c3cnc4[nH]ccc4c32)C1,pIC50,7.2,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,pIC50,11.05,JAK2
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,pKi,10.71,JAK1
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,pIC50,11.05,JAK3
CS(=O)(=O)N1CCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)CC1,pKi,10.71,JAK3
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.68,JAK2
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.3,JAK1
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pIC50,10.68,JAK3
CS(=O)(=O)N1CCCCC(Nc2ncccc2-c2cnc3[nH]ccc3n2)C1,pKi,10.3,JAK3
CS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,pIC50,8.49,JAK2
CS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,pIC50,9.1,JAK1
CS(=O)(=O)N1CCN(c2ccc(Nc3ncc(C(N)=O)c(NC4CC4)n3)cc2)CC1,pIC50,9.1,JAK3
C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)CC5)cc4)nc32)c1,pIC50,7.15,JAK1
C=CC(=O)Nc1cccc(-n2cnc3cnc(Nc4ccc(N5CCN(S(C)(=O)=O)CC5)cc4)nc32)c1,pIC50,7.15,JAK3
CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,pIC50,7.26,JAK2
CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,pIC50,7.26,JAK1
CS(=O)(=O)N1CCc2oc(-c3nc(Nc4ccc(OCCN5CCCC5)cc4)ncc3F)cc2C1,pIC50,6.75,JAK3
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,pIC50,7.37,JAK2
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,pIC50,7.37,JAK1
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(N5CCOCC5)cc4)n3)cc2C1,pIC50,6.65,JAK3
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(OCCN5CCCC5)cc4)n3)cc2C1,pIC50,6.79,JAK2
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(OCCN5CCCC5)cc4)n3)cc2C1,pIC50,6.79,JAK1
CS(=O)(=O)N1CCc2oc(-c3ccnc(Nc4ccc(OCCN5CCCC5)cc4)n3)cc2C1,pIC50,6.3,JAK3
CS(=O)(=O)N1Cc2cccc(-c3ccc4cnc(Nc5ccc(C6CCN(CC(N)=O)CC6)cc5)nn34)c2C1,pIC50,7.8,JAK2
CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,8.3,JAK2
CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(Cl)cc3)n2)C(C#N)C1,pIC50,9.3,JAK1
CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,7.92,JAK2
CS(=O)(=O)NC1CCC(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)C(C#N)C1,pIC50,9.05,JAK1
CS(=O)(=O)NC1CCC(Nc2cc(Cl)nc(-c3c[nH]c4ncccc34)n2)CC1,pKi,6.8,JAK3
CS(=O)(=O)NC1CCC(Nc2nc(Cl)cc(-c3c[nH]c4ncccc34)n2)CC1,pKi,6.1,JAK3
CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,8.31,JAK2
CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,8.74,JAK1
CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.04,TYK2
CS(=O)(=O)NCC1CCC(N2CN(C3CC3)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.74,JAK3
CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.92,JAK2
CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,9.06,JAK1
CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,6.96,TYK2
CS(=O)(=O)NCC1CCC(N2CN(CC(F)(F)F)C(=O)c3cnc4[nH]ccc4c32)CC1,pIC50,7.43,JAK3
CS(=O)(=O)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,8.92,JAK2
CS(=O)(=O)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,9.8,JAK1
CS(=O)(=O)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.8,TYK2
CS(=O)(=O)NCC1CCC(c2nnn3cnc4[nH]ccc4c23)CC1,pIC50,7.52,JAK3
CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,pKi,7.1,JAK2
CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,pKi,6.7,TYK2
CS(=O)(=O)Nc1ccc(-c2ccc3[nH]nc(N)c3c2)cc1,pKi,6.7,JAK3
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,pIC50,7.96,JAK2
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,pIC50,6.27,JAK1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCCCC4)cc3)n2)cc1,pIC50,6.27,JAK3
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,pIC50,8.7,JAK2
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,pIC50,6.23,JAK1
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(CN4CCS(=O)(=O)CC4)cc3)n2)cc1,pIC50,6.23,JAK3
CS(=O)(=O)Nc1ccc(-c2ccnc(Nc3ccc(N4CCC(O)CC4)cc3)n2)cc1,pIC50,8.22,JAK2
